,Unnamed: 0,date,text,nagisa_score,laura_score,elisa_score,concordancy,id,text_clean,text_normalized
95,95,2018-04-10 00:34:37,"É o que tem pra hoje 😕😕
#OOutroLadoDoParaíso https://t.co/uLElOWKcuq",-1,0,-1,-1,95,É o que tem pra hoje 😕😕,É o que tem pra hoje 😕😕 
96,96,2018-04-12 00:14:39,"A Sofia podia da uma trsourada nesse rin da Adriana e ela morrer, ne? #OOutroLadoDoParaiso",-1,0,-1,-1,96,"A Sofia podia da uma trsourada nesse rin da Adriana e ela morrer, ne?","A Sofia podia da uma trejurada nesse rim da Adriana e ela morrer , ne ? "
97,97,2018-04-12 00:30:53,Esse personagem do Emílio Mello e MT plasta. Como pode ? #OOutroLadoDoParaíso,-1,0,-1,-1,97,Esse personagem do Emílio Mello e MT plasta. Como pode ?,Esse personagem do Emílio Mello e muito pilastra . Como pode ? 
98,98,2018-04-10 01:36:08,"Coitada da Fernanda Montenegro, se sujeitando a esse papel ridículo, pqp #OOutroLadoDoParaiso",-1,-1,-1,-1,98,"Coitada da Fernanda Montenegro, se sujeitando a esse papel ridículo, pqp","Coitada da Fernanda Montenegro , se sujeitando a esse papel ridículo , puta que pariu "
99,99,2018-04-13 01:33:20,"Não admito a Beth morrer pra Adriana ficar viva, Ah ouuu #OOutroLadoDoParaíso",-1,-1,-1,-1,99,"Não admito a Beth morrer pra Adriana ficar viva, Ah ouuu","Não admito a Beth morrer pra Adriana ficar viva , ah ou "
100,100,2018-04-11 01:26:16,Fiquei com raiva de Raquel agr  #OOutroLadoDoParaiso,-1,0,-1,-1,100,Fiquei com raiva de Raquel agr,Fiquei com raiva de Raquel agora 
101,101,2018-04-13 01:10:19,"Tadinho do Patrick 😖
Perdeu não coisa linda. 
#OOutroLadoDoParaiso 
#OOutroLadoParaiso",1,-1,-1,-1,101,"Tadinho do Patrick 😖
Perdeu não coisa linda.",Todinho do Patrick 😖 Perdeu não coisa linda . 
102,102,2018-04-11 00:42:12,"A mãe não aceita o filho gay, transformaram isso numa comédia e todo mundo acha engraçado #OOutroLadoDoParaiso",-1,0,-1,-1,102,"A mãe não aceita o filho gay, transformaram isso numa comédia e todo mundo acha engraçado","A mãe não aceita o filho gay , transformaram isso numa comédia e todo mundo acha engraçado "
103,103,2018-04-12 00:01:27,Todo mundo só dá conselho errado pra Clara!!!!! 😬😬😬😬😬 #OOutroLadoDoParaiso,-1,-1,-1,-1,103,Todo mundo só dá conselho errado pra Clara!!!!! 😬😬😬😬😬,Todo mundo só dá conselho errado pra Clara ! ! ! ! ! 😬😬😬😬😬 
104,104,2018-04-12 00:34:52,Já acabou essa merda? #OOutroLadoDoParaíso,-1,-1,-1,-1,104,Já acabou essa merda?,Já acabou essa merda ? 
105,105,2018-04-14 17:04:45,"Será muito injusto Tomaz não saber a verdade sobre sua separação da mãe enquanto bebê, ele tem que saber o que Lívi… https://t.co/7YKzazL96W",-1,-1,0,-1,105,"Será muito injusto Tomaz não saber a verdade sobre sua separação da mãe enquanto bebê, ele tem que saber o que Lívi…","Será muito injusto Tomaz não saber a verdade sobre sua separação da mãe enquanto bebê , ele tem que saber o que Lívi… "
106,106,2018-04-10 01:22:52,"Tá esperando o que pra sair de casa, Bruno ?! Um homão desse vivendo debaixo da saia da mãe  #OOutroLadoDoParaiso",-1,0,-1,-1,106,"Tá esperando o que pra sair de casa, Bruno ?! Um homão desse vivendo debaixo da saia da mãe","Tá esperando o que pra sair de casa , Bruno ? ! Um homão desse vivendo debaixo da saia da mãe "
107,107,2018-04-13 00:52:50,#ooutroladodoparaiso gente essa novela é muito caricata a cara estar ardendo de vergonha aqui,-1,-1,-1,-1,107,gente essa novela é muito caricata a cara estar ardendo de vergonha aqui,Gente essa novela é muito caricata a cara estar ardendo de vergonha aqui 
108,108,2018-04-13 01:17:11,Tadinho do Amaro #OOutroLadoDoParaiso,-1,0,-1,-1,108,Tadinho do Amaro,Todinho do Amaro 
109,109,2018-04-12 00:14:44,Eu não entendo como que essa Dri pode ser feliz! Ela tinha que morrer #OOutroLadoDoParaíso,-1,-1,-1,-1,109,Eu não entendo como que essa Dri pode ser feliz! Ela tinha que morrer,Eu não entendo como que essa Tri pode ser feliz ! Ela tinha que morrer 
110,110,2018-04-12 00:14:15,"Adriana, a insuportável! #OOutroLadoDoParaíso",-1,-1,-1,-1,110,"Adriana, a insuportável!","Adriana , a insuportável ! "
111,111,2018-04-11 00:36:10,#OOutroLadoDoParaíso já triste pq meu novelão está acabando 💔,-1,0,-1,-1,111,já triste pq meu novelão está acabando 💔,Já triste porque meu novelão está acabando 💔 
112,112,2018-04-10 00:42:22,"Ex gay
Beth e Renan juntos DEPOIS DE TUDO Q ELE FEZ
Gael bonzinho 
Clara larga Patrick pq ama outro homem (Gael)
OH… https://t.co/IBerMxT8yU",-1,0,-1,-1,112,"Ex gay
Beth e Renan juntos DEPOIS DE TUDO Q ELE FEZ
Gael bonzinho 
Clara larga Patrick pq ama outro homem (Gael)
OH…",Ex gay Beth e Renan juntos DEPOIS DE TUDO que ELE FEZ Gael bonzinho Clara larga Patrick porque ama outro homem ( Gael ) OH… 
113,113,2018-04-12 00:00:37,Raquel vai ser tombada #OOutroLadoDoParaíso,0,-1,-1,-1,113,Raquel vai ser tombada,Raquel vai ser tombada 
114,114,2018-04-14 00:56:35,Pra que sentar um do lado do outro ???  #OOutroLadoDoParaiso,-1,0,-1,-1,114,Pra que sentar um do lado do outro ???,Pra que sentar um do lado do outro ? ? ? 
115,115,2018-04-12 00:19:37,QUAL O PROBLEMA DA BETH TER SIDO DONA DE UM BORDEL?? É MAIS HONESTA Q VC JÔ #OOutroLadoDoParaíso,-1,1,-1,-1,115,QUAL O PROBLEMA DA BETH TER SIDO DONA DE UM BORDEL?? É MAIS HONESTA Q VC JÔ,QUAL O PROBLEMA DA Beth TER SIDO DONA DE UM BORDEL ? ? É MAIS HONESTA que você JÔ 
116,116,2018-04-12 00:26:58,EU ARRANCAVA O RIM NA UNHA #OOutroLadoDoParaíso,-1,0,-1,-1,116,EU ARRANCAVA O RIM NA UNHA,EU ARRANCAVA O RIM NA UNHA 
117,117,2018-04-12 00:19:18,Jô diz q ama a Adriana mas não foi capaz de fazer um exame p doar o rim p menina #OOutroLadoDoParaiso,-1,-1,-1,-1,117,Jô diz q ama a Adriana mas não foi capaz de fazer um exame p doar o rim p menina,Jô diz que ama a Adriana mas não foi capaz de fazer um exame p doar o rim p menina 
118,118,2018-04-11 01:26:47,"Raquel peste, se tu não ficar com  esse OMI tu mereceu o atropelo da  Sófia.  #OoutroLadoDoParaíso",-1,0,-1,-1,118,"Raquel peste, se tu não ficar com  esse OMI tu mereceu o atropelo da  Sófia.","Raquel peste , se tu não ficar com esse Mi tu mereceu o atropelo da Sófia . "
119,119,2018-04-13 00:53:29,Cadê a Ritinha pra dar na cara dessa Jô? #OOutroLadoDoParaíso https://t.co/mEQHfzSpi1,-1,0,-1,-1,119,Cadê a Ritinha pra dar na cara dessa Jô?,Cadê a Retinha pra dar na cara dessa Jô ? 
120,120,2018-04-13 00:41:32,Dá uma surra nela Beth #OOutroLadoDoParaíso,-1,-1,-1,-1,120,Dá uma surra nela Beth,Dá uma surra nela Beth 
121,121,2018-04-14 00:55:17,"como q a beth era alcoólatra e em uma semana ela já nao é mais? an 
#OOutroLadoDoParaiso",-1,0,-1,-1,121,como q a beth era alcoólatra e em uma semana ela já nao é mais? an,Como que a Beth era alcoólatra e em uma semana ela já não é mais ? an 
122,122,2018-04-12 00:23:12,Há 934738 episódios atras eu já falava que clara merecia ficar sozinha... pqp não sabe valorizar um Patrick na vida… https://t.co/TkiJFPlqWM,-1,-1,-1,-1,122,Há 934738 episódios atras eu já falava que clara merecia ficar sozinha... pqp não sabe valorizar um Patrick na vida…,Há 934738 episódios atrás eu já falava que clara merecia ficar sozinha ... puta que pariu não sabe valorizar um Patrick na vida… 
123,123,2018-04-14 01:02:29,Tá feinha heim. #OOutroLadoDoParaiso https://t.co/ZRa0ITn42M,-1,-1,-1,-1,123,Tá feinha heim.,Tá feinha hem . 
124,124,2018-04-13 01:17:03,"Coitado de Amaro. Que desespero
#EscolhemosClarick
#OOutroLadoDoParaiso",-1,-1,-1,-1,124,Coitado de Amaro. Que desespero,Coitado de Amaro . Que desespero 
125,125,2018-04-13 01:37:31,"Gael entregou a própria mãe  para polícia, vem fogo no parquinho hien 
#OOutroLadoDoParaiso",-1,-1,0,-1,125,"Gael entregou a própria mãe  para polícia, vem fogo no parquinho hien","Gael entregou a própria mãe para polícia , vem fogo no parquinho hiena "
126,126,2018-04-13 00:41:04,esse pai da Adriana é um BANANA! QUE NADA! #OOutroLadoDoParaíso,-1,-1,-1,-1,126,esse pai da Adriana é um BANANA! QUE NADA!,Esse pai da Adriana é um BANANA ! QUE NADA ! 
127,127,2018-04-12 00:13:28,"João Gibão expressivo como um abacate 
#OOutroLadoDoParaiso",-1,1,-1,-1,127,João Gibão expressivo como um abacate,João Gibão expressivo como um abacate 
128,128,2018-04-10 00:34:49,Gael dizendo que ama Clara. Nossa o “amor” dele é tão forte que deixavam marcas roxas no corpo dela. Gael você é um… https://t.co/dMjFGmgmyV,-1,0,-1,-1,128,Gael dizendo que ama Clara. Nossa o “amor” dele é tão forte que deixavam marcas roxas no corpo dela. Gael você é um…,Gael dizendo que ama Clara . Nossa o “amor” dele é tão forte que deixavam marcas roxas no corpo dela . Gael você é um… 
129,129,2018-04-11 00:47:55,"PASSADA COM O PAPAI E MAMÃE 
#OOutroLadoDoParaiso",-1,0,-1,-1,129,PASSADA COM O PAPAI E MAMÃE,PASSADA COM O PAPAI E MAMÃE 
130,130,2018-04-11 01:08:40,Tomás também chatinho né!! #OOutroLadoDoParaiso,-1,0,-1,-1,130,Tomás também chatinho né!!,Tomás também chatinho né ! ! 
131,131,2018-04-13 01:28:24,Aposto que a Jô foi embora por causa daquela mulher AAAAAA MENINA VAI TOMAR NO CU #OOutroLadoDoParaíso https://t.co/nVS9LOOdjG,-1,0,-1,-1,131,Aposto que a Jô foi embora por causa daquela mulher AAAAAA MENINA VAI TOMAR NO CU,Aposto que a Jô foi embora por causa daquela mulher AAAAAA MENINA VAI TOMAR NO CU 
132,132,2018-04-12 00:16:55,"Gael, tu ainda nem sabe q sua mãe foi puta e matou o primeiro marido... #OOutroLadoDoParaíso",-1,-1,0,-1,132,"Gael, tu ainda nem sabe q sua mãe foi puta e matou o primeiro marido...","Gael , tu ainda nem sabe que sua mãe foi puta e matou o primeiro marido ... "
133,133,2018-04-13 01:10:46,Não consigo ver meu ursinho sofrendo assim #OOutroLadoDoParaiso https://t.co/C2UQAlOZCu,-1,-1,-1,-1,133,Não consigo ver meu ursinho sofrendo assim,Não consigo ver meu ursinho sofrendo assim 
134,134,2018-04-11 00:59:15,"Eu amo essa novela, mas infelizmente tem que acabar já...
Ta ficando repetitiva e o povo já ta cansando #OOutroLadoDoParaiso",-1,0,-1,-1,134,"Eu amo essa novela, mas infelizmente tem que acabar já...
Ta ficando repetitiva e o povo já ta cansando","Eu amo essa novela , mas infelizmente tem que acabar já ... está ficando repetitiva e o povo já está cansando "
135,135,2018-04-11 01:29:45,E essa franja da Clara? Cabeleireiro vingando o público por essa personagem mais ou menos. #OOutroLadoDoParaiso,-1,0,-1,-1,135,E essa franja da Clara? Cabeleireiro vingando o público por essa personagem mais ou menos.,E essa franja da Clara ? Cabeleireiro vingando o público por essa personagem mais ou menos . 
136,136,2018-04-14 01:10:35,"#OOutroLadodoParaíso 
EITA CARALHO PLANTÃO DA GLOBO NO MEIO DA NOVELA",-1,0,-1,-1,136,EITA CARALHO PLANTÃO DA GLOBO NO MEIO DA NOVELA,Eta Carlo PLANTÃO DA GLOBO NO MEIO DA NOVELA 
137,137,2018-04-14 00:24:23,"Adoro o Caio Paduan, mas é visível a falta de vontade dele nesse papel! #OOutroLadoDoParaíso",-1,0,-1,-1,137,"Adoro o Caio Paduan, mas é visível a falta de vontade dele nesse papel!","Adoro o Caio Paduano , mas é visível a falta de vontade dele nesse papel ! "
138,138,2018-04-10 00:25:20,na vida eu sou o patrick #OOutroLadoDoParaiso iludiiiiido,-1,0,-1,-1,138,na vida eu sou o patrick  iludiiiiido,Na vida eu sou o Patrick iludido 
139,139,2018-04-10 00:28:46,clara burraaaaaaa #OOutroLadodoParaiso,-1,-1,-1,-1,139,clara burraaaaaaa,Clara burra 
140,140,2018-04-14 00:33:43,"Filho Bruno não bota banca nem na mãe racista, acha que vai correr atrás da Sophia? #OOutroLadoDoParaíso",-1,0,-1,-1,140,"Filho Bruno não bota banca nem na mãe racista, acha que vai correr atrás da Sophia?","Filho Bruno não bota banca nem na mãe racista , acha que vai correr atrás da Sophia ? "
141,141,2018-04-12 00:19:09,alá a mascara dela vai cair aaaaaaaaah Jo sua nojenta #OOutroLadoDoParaiso,-1,-1,-1,-1,141,alá a mascara dela vai cair aaaaaaaaah Jo sua nojenta,Alá a mascara dela vai cair ah Jô sua nojenta 
142,142,2018-04-12 00:02:31,Estou indignada com a Raquel #OOutroLadoDoParaíso https://t.co/y23VA3feav,-1,-1,-1,-1,142,Estou indignada com a Raquel,Estou indignada com a Raquel 
143,143,2018-04-11 00:37:26,"Simplesmente desisto sem clarick não tem novela, assistindo pânico no megapix  #OOutroLadoDoParaíso",-1,0,-1,-1,143,"Simplesmente desisto sem clarick não tem novela, assistindo pânico no megapix","Simplesmente desisto sem Clarice não tem novela , assistindo pânico no megapixel "
144,144,2018-04-10 00:52:32,até parece que eu iria dispensar o patrick por causa de adriana que não se manca que o cara não quer ela… https://t.co/gYih3qmetb,-1,0,-1,-1,144,até parece que eu iria dispensar o patrick por causa de adriana que não se manca que o cara não quer ela…,Até parece que eu iria dispensar o Patrick por causa de Adriana que não se manca que o cara não quer ela… 
145,145,2018-04-11 01:27:22,"Raquel não tá destruindo só o coração do Bruno, já destruiu o meu.....ai gente 💔 #OOutroLadoDoParaíso",-1,0,-1,-1,145,"Raquel não tá destruindo só o coração do Bruno, já destruiu o meu.....ai gente 💔","Raquel não tá destruindo só o coração do Bruno , já destruiu o meu ... ai gente 💔 "
146,146,2018-04-13 01:11:13,#OOutroLadodoParaíso gente perdoa a clara ela é burra so isso,1,-1,-1,-1,146,gente perdoa a clara ela é burra so isso,Gente perdoa a clara ela é burra só isso 
147,147,2018-04-12 00:13:32,Essa garota não me desse de jeito nenhum. #OOutroLadoDoParaiso,-1,-1,-1,-1,147,Essa garota não me desse de jeito nenhum.,Essa garota não me desse de jeito nenhum . 
148,148,2018-04-13 01:10:27,@sophiaabrahao tô é chocada com a crueldade da jô sem doar o rim pra minha bichinha adriana #OOutroLadoDoParaíso,-1,-1,-1,-1,148,tô é chocada com a crueldade da jô sem doar o rim pra minha bichinha adriana,Tô é chocada com a crueldade da jô sem doar o rim pra minha bichinha Adriana 
149,149,2018-04-11 15:53:47,"VAGABUNDA da @RedeGlobo colocando blocos de miseros 8 e 9 minutos. CAPÍTULO curto.

E MESMO ASSIM… https://t.co/Forjdhd9zE",-1,0,-1,-1,149,"VAGABUNDA da  colocando blocos de miseros 8 e 9 minutos. CAPÍTULO curto.

E MESMO ASSIM…",VAGABUNDA da colocando blocos de míseros 8 e 9 minutos . Capítulo curto . E MESMO ASSIM… 
150,150,2018-04-10 00:26:17,Que raiva da Clara pqp #OOutroLadoDoParaiso,-1,-1,-1,-1,150,Que raiva da Clara pqp,Que raiva da Clara puta que pariu 
151,151,2018-04-10 00:26:32,a clara é trouxa viu #OOutroLadoDoParaiso,-1,-1,-1,-1,151,a clara é trouxa viu,A clara é trouxa viu 
152,152,2018-04-12 00:14:21,o menina desgraçada que saco morre logo demônio #OOutroLadoDoParaíso,-1,-1,-1,-1,152,o menina desgraçada que saco morre logo demônio,O menina desgraçada que saco morre logo demônio 
153,153,2018-04-14 00:38:09,"Samuel e Cido de novo 🙄🙄 
#OOutroLadoDoParaíso",-1,-1,1,-1,153,Samuel e Cido de novo 🙄🙄,Samuel e Sido de novo 🙄🙄 
154,154,2018-04-12 00:13:07,Lá vem a Chatiana #OOutroLadoDoParaíso https://t.co/CYnQj9SiUw,-1,0,-1,-1,154,Lá vem a Chatiana,Lá vem a Chadiana 
155,155,2018-04-13 01:27:28,"Adriana é um nojo, grt chata. #OOutroLadoDoParaíso",-1,-1,-1,-1,155,"Adriana é um nojo, grt chata.","Adriana é um nojo , crt chata . "
156,156,2018-04-13 01:28:14,Adriana é uma otária mesmo! #OOutroLadoDoParaiso,-1,-1,-1,-1,156,Adriana é uma otária mesmo!,Adriana é uma otária mesmo ! 
157,157,2018-04-10 00:25:22,"Clara tipica mulher de bandido 
Apanha apanha e fala que ama ainda #OOutroLadodoParaíso",-1,0,-1,-1,157,"Clara tipica mulher de bandido 
Apanha apanha e fala que ama ainda",Clara típica mulher de bandido Apanha apanha e fala que ama ainda 
158,158,2018-04-10 00:29:14,to chorando muito #OOutroLadoDoParaíso,-1,-1,-1,-1,158,to chorando muito,Estou chorando muito 
159,159,2018-04-13 01:16:56,Deu peninha... #OOutroLadoDoParaíso https://t.co/wMw2jwz9d4,-1,-1,-1,-1,159,Deu peninha...,Deu peninha ... 
160,160,2018-04-10 00:31:13,"Destruída com essa cena da clara abrindo mão do amor do Patrick 😭😭😭😭😭 Esse gomem só sofre kkkkk 

#Ooutroladodoparaiso
#clarick",-1,-1,-1,-1,160,Destruída com essa cena da clara abrindo mão do amor do Patrick 😭😭😭😭😭 Esse gomem só sofre kkkkk,Destruída com essa cena da clara abrindo mão do amor do Patrick 😭😭😭😭😭 Esse comem só sofre kkkkk 
161,161,2018-04-14 01:12:26,AAAAH SE O COMERCIAL TAVA VINDO DEIXAVA PRA DAR ESSE PLANTÃO DEPOIS #OOutroLadoDoParaiso,-1,0,-1,-1,161,AAAAH SE O COMERCIAL TAVA VINDO DEIXAVA PRA DAR ESSE PLANTÃO DEPOIS,AAA SE O COMERCIAL estava VINDO DEIXAVA PRA DAR ESSE PLANTÃO DEPOIS 
162,162,2018-04-12 00:30:52,"Bem vendo a menina mal a Jô se comove, essa sim é uma embuste
#OOutroLadoDoParaiso",-1,1,-1,-1,162,"Bem vendo a menina mal a Jô se comove, essa sim é uma embuste","Bem vendo a menina mal a Jô se comove , essa sim é uma embuste "
163,163,2018-04-12 00:23:20,"Como eu queria que essa megera da Jô fosse compativo , eu queria ver o que ela ia fazer já que ela diz que "" ama ""… https://t.co/jquK60e0gT",-1,-1,0,-1,163,"Como eu queria que essa megera da Jô fosse compativo , eu queria ver o que ela ia fazer já que ela diz que "" ama ""…","Como eu queria que essa megera da Jô fosse combativo , eu queria ver o que ela ia fazer já que ela diz que "" ama "" … "
164,164,2018-04-10 00:49:19,"#OOutroLadoDoParaiso NÃO ACREDITO QUE A CLARA TERMINOU COM AQUELE NENE POR CAUSA DA EMBUSTE DA ADRIANA, deve ser de… https://t.co/Pwp83JW1Qu",-1,-1,-1,-1,164,"NÃO ACREDITO QUE A CLARA TERMINOU COM AQUELE NENE POR CAUSA DA EMBUSTE DA ADRIANA, deve ser de…","NÃO ACREDITO QUE A CLARA TERMINOU COM AQUELE Nenê POR CAUSA DA EMBUSTE DA Adriana , deve ser de… "
165,165,2018-04-10 01:25:52,"Eu nao te perdoava Nadia, desculpa mas não tem como haver perdão aí #OOutroLadoDoParaiso",-1,-1,-1,-1,165,"Eu nao te perdoava Nadia, desculpa mas não tem como haver perdão aí","Eu não te perdoava Nadia , desculpa mas não tem como haver perdão aí "
166,166,2018-04-13 01:35:58,Adriana deveria ver esse desespero da Beth e a luta dela pra salvar a vida da filha!!  #OOutroLadoDoParaíso,-1,0,-1,-1,166,Adriana deveria ver esse desespero da Beth e a luta dela pra salvar a vida da filha!!,Adriana deveria ver esse desespero da Beth e a luta dela pra salvar a vida da filha ! ! 
167,167,2018-04-12 00:26:29,Agora a Adriana vai ver quem é a verdadeira mãe dela! Aquela q ela cuspiu e criticou #OOutroLadoDoParaiso,-1,-1,1,-1,167,Agora a Adriana vai ver quem é a verdadeira mãe dela! Aquela q ela cuspiu e criticou,Agora a Adriana vai ver quem é a verdadeira mãe dela ! Aquela que ela cuspiu e criticou 
168,168,2018-04-13 00:38:33,Ai tomara q a Adriana morra #OOutroLadoDoParaiso,-1,0,-1,-1,168,Ai tomara q a Adriana morra,Ai tomara que a Adriana morra 
169,169,2018-04-14 00:55:38,@ZAMENZA A franja horrível segue bem tb haha #OOutroLadoDoParaíso,1,-1,-1,-1,169,A franja horrível segue bem tb haha,A franja horrível segue bem também Haia 
170,170,2018-04-11 02:39:45,Que nojo esse Kaysar #BBB18 eu tenho a impressão que quando ele sair ele vai se revelar que nem o Renato da novela #OOutroLadoDoParaiso,-1,0,-1,-1,170,Que nojo esse Kaysar  eu tenho a impressão que quando ele sair ele vai se revelar que nem o Renato da novela,Que nojo esse Causar eu tenho a impressão que quando ele sair ele vai se revelar que nem o Renato da novela 
171,171,2018-04-11 01:08:55,"nao acredito que ja defendi esse menino, vai pra puta que pariu garoto chato #OOutroLadoDoParaiso",-1,0,-1,-1,171,"nao acredito que ja defendi esse menino, vai pra puta que pariu garoto chato","Não acredito que já defendi esse menino , vai pra puta que pariu garoto chato "
172,172,2018-04-13 00:38:57,"A menina tá à beira da morte e não aprende a ser humilde, né? #OOutroLadoDoParaíso",-1,-1,-1,-1,172,"A menina tá à beira da morte e não aprende a ser humilde, né?","A menina tá à beira da morte e não aprende a ser humilde , né ? "
173,173,2018-04-14 00:59:28,Ligo a tv e a clara está em jantar amigável com o ex que a agrediu diversas vezes?? É isso mesmo? #OOutroLadoDoParaíso,-1,0,-1,-1,173,Ligo a tv e a clara está em jantar amigável com o ex que a agrediu diversas vezes?? É isso mesmo?,Ligo a TV e a clara está em jantar amigável com o ex que a agrediu diversas vezes ? ? É isso mesmo ? 
174,174,2018-04-14 00:57:08,"Ai não da, não engulo
#OOutroLadoDoParaiso",-1,-1,-1,-1,174,"Ai não da, não engulo","Ai não da , não engulo "
175,175,2018-04-10 00:55:55,Jô à INSUPORTÁVEL.  #OOutroLadoDoParaíso,-1,-1,-1,-1,175,Jô à INSUPORTÁVEL.,Jô à INSUPORTÁVEL . 
176,176,2018-04-11 01:31:05,"Essa Carinha do Patrick me parte o Coração! #OOutroLadoDoParaiso  
Odeio essa Praga da Adriana",-1,0,-1,-1,176,"Essa Carinha do Patrick me parte o Coração!   
Odeio essa Praga da Adriana",Essa Carinha do Patrick me parte o Coração ! Odeio essa Praga da Adriana 
177,177,2018-04-10 01:31:32,Aqui em casa não vem entregador de pizza gato assim 😭#OOutroLadoDoParaíso,-1,-1,1,-1,177,Aqui em casa não vem entregador de pizza gato assim 😭,Aqui em casa não vem entregador de pizza gato assim 😭 
178,178,2018-04-11 00:34:36,Já deu de Samuel nessa novela #OOutroLadoDoParaiso,-1,0,-1,-1,178,Já deu de Samuel nessa novela,Já deu de Samuel nessa novela 
179,179,2018-04-12 00:32:10,"Faço minhas as palavras do meu marido
- Adriana é o personagem mais desnecessário da novela desde o começo 
#OOutroLadoDoParaíso",-1,-1,-1,-1,179,"Faço minhas as palavras do meu marido
- Adriana é o personagem mais desnecessário da novela desde o começo",Faço minhas as palavras do meu marido - Adriana é o personagem mais desnecessário da novela desde o começo 
180,180,2018-04-10 00:28:57,Patrick não merece isso #OOutroLadoDoParaiso,-1,-1,-1,-1,180,Patrick não merece isso,Patrick não merece isso 
181,181,2018-04-14 01:19:59,"Estela poderia levantar uma bandeira, mas ficou vítima de seu nanismo.  #OOutroLadoDoParaíso",-1,0,-1,-1,181,"Estela poderia levantar uma bandeira, mas ficou vítima de seu nanismo.","Estela poderia levantar uma bandeira , mas ficou vítima de seu nanismo . "
182,182,2018-04-14 04:14:22,"Tudo bem se Gael descobrir os podres de Sophia...
Mas depois de tudo que ele fez com a Clara,e ela voltar pra ele..… https://t.co/rROfdRkGM8",-1,0,-1,-1,182,"Tudo bem se Gael descobrir os podres de Sophia...
Mas depois de tudo que ele fez com a Clara,e ela voltar pra ele..…","Tudo bem se Gael descobrir os podres de Sophia ... Mas depois de tudo que ele fez com a Clara , e ela voltar pra ele ... … "
183,183,2018-04-13 01:27:52,FOCA NA CARA DA ADRIANA NO CHAAAAO ESSA VACA #OOutroLadoDoParaiso,-1,-1,-1,-1,183,FOCA NA CARA DA ADRIANA NO CHAAAAO ESSA VACA,FOCA NA CARA DA Adriana NO Chamado ESSA VACA 
184,184,2018-04-12 00:11:54,#OOutroLadoDoParaíso até parece que o Gael não conhece a mãe que tem,-1,0,-1,-1,184,até parece que o Gael não conhece a mãe que tem,Até parece que o Gael não conhece a mãe que tem 
185,185,2018-04-11 23:56:33,"Que pena do Gael, estuprou a Clara agora descobre que a mãe é assassina. #OOutroLadoDoParaíso",-1,0,-1,-1,185,"Que pena do Gael, estuprou a Clara agora descobre que a mãe é assassina.","Que pena do Gael , estuprou a Clara agora descobre que a mãe é assassina . "
186,186,2018-04-10 03:28:02,"Que papelão da Clara terminar com o Patrick! A irmã precisa de um rim, não de uma rola! #OoutroLadoDoParaiso",-1,0,-1,-1,186,"Que papelão da Clara terminar com o Patrick! A irmã precisa de um rim, não de uma rola!","Que papelão da Clara terminar com o Patrick ! A irmã precisa de um rim , não de uma rola ! "
187,187,2018-04-12 00:13:08,"Puta que pariu, a Adriana é muito chata mermão eu já dava uma surra #OOutroLadoDoParaiso",-1,-1,-1,-1,187,"Puta que pariu, a Adriana é muito chata mermão eu já dava uma surra","Puta que pariu , a Adriana é muito chata sermão eu já dava uma surra "
188,188,2018-04-11 01:11:05,"Mas esse moleque Tomaz é burro ou o que?
se o pai não tem outro filho
Só resta uma alternativa: a mãe estar grávida… https://t.co/lyC8b8is55",-1,0,-1,-1,188,"Mas esse moleque Tomaz é burro ou o que?
se o pai não tem outro filho
Só resta uma alternativa: a mãe estar grávida…",Mas esse moleque Tomaz é burro ou o que ? se o pai não tem outro filho Só resta uma alternativa : a mãe estar grávida… 
189,189,2018-04-11 00:45:39,#OOutroLadoDoParaíso Só aceitaria a redenção da Nádia se ela fosse presa por racismo. Aí sim. https://t.co/G7OUII1zXL,-1,0,-1,-1,189,Só aceitaria a redenção da Nádia se ela fosse presa por racismo. Aí sim.,Só aceitaria a redenção da Nádia se ela fosse presa por racismo . Aí sim . 
190,190,2018-04-12 00:26:34,VAI TOMAR NO CU MANO PELO AMOR DE DEUS #OOutroLadoDoParaiso,-1,-1,-1,-1,190,VAI TOMAR NO CU MANO PELO AMOR DE DEUS,VAI TOMAR NO CU MANO PELO AMOR DE DEUS 
191,191,2018-04-13 00:48:32,"Gente, a novela vai acabar sem a Jô levar uma surra? #OOutroLadoDoParaiso",-1,0,-1,-1,191,"Gente, a novela vai acabar sem a Jô levar uma surra?","Gente , a novela vai acabar sem a Jô levar uma surra ? "
192,192,2018-04-10 01:25:46,#OOutroLadoDoParaíso Sofia pelo amor da um jeito nesse mala desse Bruno que delegado palerma  Gente Mds,-1,0,-1,-1,192,Sofia pelo amor da um jeito nesse mala desse Bruno que delegado palerma  Gente Mds,Sofia pelo amor da um jeito nesse mala desse Bruno que delegado palerma Gente Modos 
193,193,2018-04-13 01:35:52,"Já n se faz atores de novela das 9 como antigamente viu, esse negócio de apostar nas ""caras novas"" só faz a gnt rev… https://t.co/OzhOU9gwJE",-1,0,-1,-1,193,"Já n se faz atores de novela das 9 como antigamente viu, esse negócio de apostar nas ""caras novas"" só faz a gnt rev…","Já não se faz atores de novela das 9 como antigamente viu , esse negócio de apostar nas "" caras novas "" só faz a gnt rev… "
