date,text,nagisa_score,laura_score,elisa_score,concordancy
2018-04-10 01:05:08,O Samuel elogiando o Amaro é qualquer coisa de maravilhoso hahahaha #OOutroLadoDoParaiso,1,1,1,1
2018-04-11 01:39:39,"""Você quer um suco? Vai tomar na sua casa..""

Clara maravilhosa hahahaha
 #OOutroLadoDoParaiso",1,0,1,1
2018-04-11 00:49:39,"Manas, esse sapão delícia só de cueca todo tatuado e mega forte na novela é o Felipe Tito!? ME SOCORRE PQ TÔ SEDENTA #OOutroLadoDoParaíso",1,0,1,1
2018-04-14 00:24:52,"Que sequência incrível essa da Beth, que mãezona, que mulher!!😢😢😢😢 #Ooutroladodoparaiso",1,-1,1,1
2018-04-11 00:55:45,"""Bonito.... Bonito, eu gostei"" (Sophia)
😂😂😂😂😂😂

#OOutroLadoDoParaíso",1,0,1,1
2018-04-10 01:26:12,Espero q esse pedido de perdão seja verdadeiro ❤️ #OoutroLadoDoParaíso,1,1,1,1
2018-04-13 00:39:09,"Vai em paz, coach! #OOutroLadodoParaíso",0,1,1,1
2018-04-11 00:48:12,Bruno cobrando o acordo e sedento pela Raquel. kkkk #OOutroLadoDoParaiso  #bruquel,1,0,1,1
2018-04-12 00:25:50,"A mascara da Jô caiu Hahahaha

#OOutroLadoDoParaiso",1,1,1,1
2018-04-10 01:25:34,Que lição de vida essa cena da novela #OOutroLadoDoParaiso,1,1,1,1
2018-04-12 00:57:59,um xodó desse bicho #OOutroLadoDoParaiso https://t.co/lWPLUGEL3W,0,1,1,1
2018-04-12 00:25:46,GENTE A JÔ SENDO DESMASCARADA #OOutroLadoDoParaiso,1,1,0,1
2018-04-14 00:56:56,"Quando você voltar eu estarei aqui de braços abertos, pq eu te amo - Renan
MEU BENAN TA MAIS VIVO DO QUE NUNCA❤ #OOutroLadoDoParaíso",1,1,1,1
2018-04-13 01:12:22,"Patrick é o man mais lindo e com mais personalidade
 #OOutroLadoDoParaiso",1,1,1,1
2018-04-10 00:54:22,Eu já vi vários papéis do @fragosothiago e o Patrick é um dos melhores de sua carreira. #OOutroLadoDoParaiso,1,1,1,1
2018-04-11 01:07:12,"Hum, até a q novela tá interessante hoje
#OOutroLadodoParaíso https://t.co/MiZ3wKPE6s",1,0,1,1
2018-04-11 01:31:29,#OOutroLadoDoParaiso Thiago Fragoso devia ser património Cultural QUE HOMEM MIGOS,1,0,1,1
2018-04-10 01:36:33,Nádia deixando o preconceito de lado #OOutroLadoDoParaíso,1,0,1,1
2018-04-10 00:36:20,Gael mudou pra melhor #OOutroLadoDoParaíso,1,1,1,1
2018-04-12 00:25:24,Kkkkkkk olha o medo da Jô!!! #OOutroLadoDoParaíso,1,1,1,1
2018-04-12 00:34:36,Um cenão com um musicão! #OOutroLadoDoParaíso,1,1,1,1
2018-04-13 21:52:33,Numa próxima novela q tiver a Bianca Bin e o Sérgio Guizé serem um casal vou shippar eles pois os dois tem química #OOutroLadoDoParaiso,1,1,1,1
2018-04-13 00:50:09,bate nelaaaa #OoutroLadoDoParaíso,1,-1,1,1
2018-04-14 00:26:46,"""Brigada, doutor."" (Beth)
❤️Glória Pires ❤️#OOutroLadoDoParaiso https://t.co/YeCoS2X0dQ",1,0,1,1
2018-04-10 01:28:26,Que pizzaria é essa gente?????? #OOutroLadoDoParaiso,1,0,1,1
2018-04-10 01:01:41,A CLARA AMA O GAEL SIM! #OOutroLadoDoParaiso,1,1,0,1
2018-04-11 00:43:16,"Samuel, mãe dele super engraçada e a música do #PabloVitar relaxam meu final de noite!
#OoutroLadoDoParaíso",1,0,1,1
2018-04-14 02:35:06,"Papai do Céu, me abençoa com um homem igual o Patrick, por favor 🙏🏻 #OOutroLadoDoParaiso",1,1,1,1
2018-04-11 01:17:52,"Essa novela 😻
#OOutroLadoDoParaíso",1,0,1,1
2018-04-10 00:29:41,"Eu quero que alguém me ame igual o Patrick ama a Clara
Aliás quero um Patrick pra mim olha que amor olha esse olhin… https://t.co/PjJKjuLeDq",1,1,1,1
2018-04-13 01:30:44,agora a bonita vai tratar o nicolau bem #OOutroLadoDoParaíso,1,1,0,1
2018-04-13 00:50:18,"Até que enfimmmm um tapaaa
#OoutroLadoDoParaiso",1,0,1,1
2018-04-12 00:21:15,Precisava de uma Dona Mercedes na minha vida para me benzer e mostrar os caminho #OOutroLadoDoParaíso,1,1,1,1
2018-04-13 01:07:27,Vai Patrick! Vai buscar Beatriz pra salvar a Clara! #OOutroLadodoParaiso,1,0,1,1
2018-04-13 00:38:50,Mais uma vez o IFES me impedindo de aproveitar as coisas boas da vida/ver a Gloria atuar❤ #OOutroLadoDoParaíso,1,1,1,1
2018-04-13 01:27:43,"MDS TOMA ADRIANA , A JÔ Q TU AMAVA #OOutroLadodoParaíso",1,0,1,1
2018-04-11 01:38:19,"Patrick promete à Clara que vencerá os embustes  e ele cumprirá a promessa. Patrick é gênio.
#OOutroLadoDoParaiso… https://t.co/giJHXy5GgP",1,0,1,1
2018-04-13 04:31:18,"#PatrickXRaquel
#OOutroLadoDoParaíso
Eu shippo",1,1,1,1
2018-04-14 00:26:33,"Hahahahaha! Força Fernanda Montenegro, estamos com você querida 🌹😘✊🏾 #OOutroLadoDoParaíso https://t.co/8s9bXDxGbL",1,1,1,1
2018-04-12 00:26:04,caiu a máscara da Jô #OOutroLadoDoParaiso,1,1,0,1
2018-04-11 01:02:51,A Cléo tem o mesmo dom da avó 😍😍 #OOutroLadoDoParaíso,1,0,1,1
2018-04-10 00:09:09,Já pode começar #OOutroLadoDoParaiso,1,0,1,1
2018-04-10 01:12:03,Eliane com esse bebê tomara que eu exploda de amor 😍 #OoutroLadoDoParaíso,1,1,1,1
2018-04-10 01:40:15,"Meu. ..eu amo esse instrumental mas nunca acho a versão oficial ,só no YouTube editada ...
#OOutroLadoDoParaiso https://t.co/xiP1sLarl1",1,1,1,1
