date,text,nagisa_score,laura_score,elisa_score
2018-04-11 01:00:33,"Que falta eu sinto de um bem, que falta me faz um xodó 🎶
#OOutroLadoDoParaiso https://t.co/Zs7r8tIRwS",0,0,1
2018-04-14 01:07:29,Aff... Todas as meninas do bordel irão casar? #OOutroLadoDoParaiso,-1,0,-1
2018-04-13 01:30:45,Essa barba do Nicolau .. #OoutroLadoDoParaíso,0,0,0
2018-04-14 01:06:52,"#OoutroLadoDoParaíso Este cara vai dar um golpe na Leandra, já tô vendo 😒😒😒",-1,-1,-1
2018-04-13 01:27:36,"Minha mãe tem a mesma doença da Adriana e não é desse jeito não, hemodiálise faz ela viver #OOutroLadoDoParaíso",-1,1,-1
2018-04-14 02:15:43,"""Beija eu 
Beija eu 
Beija eu 
Me beija 
Deixa o que seja seu 
Então beba e receba 
Meu corpo no seu 
Corpo eu 
No… https://t.co/fQSmbOMWH8",0,0,0
2018-04-10 00:34:37,"É o que tem pra hoje 😕😕
#OOutroLadoDoParaíso https://t.co/uLElOWKcuq",-1,0,-1
2018-04-12 00:14:39,"A Sofia podia da uma trsourada nesse rin da Adriana e ela morrer, ne? #OOutroLadoDoParaiso",-1,0,-1
2018-04-12 00:30:53,Esse personagem do Emílio Mello e MT plasta. Como pode ? #OOutroLadoDoParaíso,-1,0,-1
2018-04-10 01:36:08,"Coitada da Fernanda Montenegro, se sujeitando a esse papel ridículo, pqp #OOutroLadoDoParaiso",-1,-1,-1
2018-04-11 01:33:16,"Queria um Xodó só pra mim ❤
#OOutroLadoDoParaiso",1,0,1
2018-04-13 01:24:01,"META DE VIDA
Chegar num hotel e escolher a suíte luxo igual o Patrick
#OOutroLadoDoParaíso",1,1,1
2018-04-13 01:33:20,"Não admito a Beth morrer pra Adriana ficar viva, Ah ouuu #OOutroLadoDoParaíso",-1,-1,-1
2018-04-11 01:31:14,"""SEM ACORDO!""
Patrick 1000000000000000 X 0 Renato   #OOutroLadoDoParaíso https://t.co/PrsCV2peSs",0,0,1
2018-04-11 01:26:16,Fiquei com raiva de Raquel agr  #OOutroLadoDoParaiso,-1,0,-1
2018-04-11 01:15:23,"O puteiro será que vai fechar as portas ou contratar novas putas?
#OOutroLadoDoParaíso",0,0,0
2018-04-13 01:10:19,"Tadinho do Patrick 😖
Perdeu não coisa linda. 
#OOutroLadoDoParaiso 
#OOutroLadoParaiso",1,-1,-1
2018-04-11 00:42:12,"A mãe não aceita o filho gay, transformaram isso numa comédia e todo mundo acha engraçado #OOutroLadoDoParaiso",-1,0,-1
2018-04-12 00:20:30,"""Vc ama a Adriana???? Vamos ao hospital ver se você é compatível ou não.""
Beth 10000000000000 X 0 Jô… https://t.co/VWwtkfDonn",1,0,1
2018-04-13 00:50:30,Beth fez o que o Brasil todo queria!!! Eu te veneroooo #OOutroLadoDoParaiso,1,1,1
2018-04-12 00:01:27,Todo mundo só dá conselho errado pra Clara!!!!! 😬😬😬😬😬 #OOutroLadoDoParaiso,-1,-1,-1
2018-04-11 00:48:43,"Se no Rio, não der certo, Temer poderia intervir nesta novela, para evitar que Sophia dizime metade do elenco de… https://t.co/ULBs0A4hne",0,0,-1
2018-04-14 01:28:30,A vó do patrick ta parecendo a mãe do quilombo #OOutroLadoDoParaiso,0,0,0
2018-04-12 00:34:52,Já acabou essa merda? #OOutroLadoDoParaíso,-1,-1,-1
2018-04-14 17:04:45,"Será muito injusto Tomaz não saber a verdade sobre sua separação da mãe enquanto bebê, ele tem que saber o que Lívi… https://t.co/7YKzazL96W",-1,-1,0
2018-04-10 01:22:52,"Tá esperando o que pra sair de casa, Bruno ?! Um homão desse vivendo debaixo da saia da mãe  #OOutroLadoDoParaiso",-1,0,-1
2018-04-14 00:58:32,"Gael pediu dinheiro pra Sophia,  ela disse que tinha um porquinho, pegou dois bolos de 100 e deu a ele 😂😂😂 #OOutroLadoDoParaíso",1,1,1
2018-04-10 00:26:00,"Clara e Patrick se vendo pela primeira vez ❤️❤️
#OOutroLadoDoParaiso
#Clarick
#TeAmamosPatrick",1,1,1
2018-04-13 01:29:46,Ele te ama muler #OOutroLadoDoParaíso,1,1,0
2018-04-13 00:52:50,#ooutroladodoparaiso gente essa novela é muito caricata a cara estar ardendo de vergonha aqui,-1,-1,-1
2018-04-14 01:22:59,"""Me arrependo por não ter sido um bom marido pra vc enquanto estávamos casados, Beth."" (Henrique)
SE ARREPENDA MESM… https://t.co/kTpJg3Lz8d",-1,0,0
2018-04-13 01:17:11,Tadinho do Amaro #OOutroLadoDoParaiso,-1,0,-1
2018-04-14 01:29:42,"Gente, acho q perdi alguma coisa ao ler o resumo de amanhã... Afinal, o autor vai deixar beatriz morta, ou ela ta viva.
#OOutroLadoDoParaiso",0,0,0
2018-04-12 00:14:44,Eu não entendo como que essa Dri pode ser feliz! Ela tinha que morrer #OOutroLadoDoParaíso,-1,-1,-1
2018-04-11 15:44:50,‘O Outro Lado do Paraíso’: Gael morre como herói para salvar Clara de Sophia; veja como será a cena… https://t.co/yIhwOeBXxH,0,0,0
2018-04-12 00:14:15,"Adriana, a insuportável! #OOutroLadoDoParaíso",-1,-1,-1
2018-04-11 00:36:10,#OOutroLadoDoParaíso já triste pq meu novelão está acabando 💔,-1,0,-1
2018-04-10 01:05:05,Só desculpa... a culpa ñ é da Adriana. Clara queria dar um jeitinho de voltar pro Gael. Ela nunca esqueceu ele. #ooutroladodoparaiso,-1,0,0
2018-04-11 01:12:38,O bordel vai fechar!!! #OOutroLadoDoParaiso,0,0,0
2018-04-10 00:42:22,"Ex gay
Beth e Renan juntos DEPOIS DE TUDO Q ELE FEZ
Gael bonzinho 
Clara larga Patrick pq ama outro homem (Gael)
OH… https://t.co/IBerMxT8yU",-1,0,-1
2018-04-12 00:00:37,Raquel vai ser tombada #OOutroLadoDoParaíso,0,-1,-1
2018-04-14 00:56:35,Pra que sentar um do lado do outro ???  #OOutroLadoDoParaiso,-1,0,-1
2018-04-12 00:19:37,QUAL O PROBLEMA DA BETH TER SIDO DONA DE UM BORDEL?? É MAIS HONESTA Q VC JÔ #OOutroLadoDoParaíso,-1,1,-1
2018-04-12 01:47:24,"Fabiana: talvez eu aceite um suco...
Clara: você quer tomar um suco? - Vai tomar na sua casa!...

Ah, essa conversa… https://t.co/VR1Jl42MsS",1,0,1
2018-04-12 00:26:58,EU ARRANCAVA O RIM NA UNHA #OOutroLadoDoParaíso,-1,0,-1
2018-04-11 15:17:40,#OOutroLadoDoParaíso #JN/#JornalNacional #BBB18 #SP2 e #DeusSalveORei foram as maiores audiências da Globo na terça… https://t.co/rer9ZxpV6R,0,0,1
2018-04-12 00:19:18,Jô diz q ama a Adriana mas não foi capaz de fazer um exame p doar o rim p menina #OOutroLadoDoParaiso,-1,-1,-1
2018-04-11 01:26:47,"Raquel peste, se tu não ficar com  esse OMI tu mereceu o atropelo da  Sófia.  #OoutroLadoDoParaíso",-1,0,-1
2018-04-12 00:18:44,"Jô tomando dois coices ao mesmo tempo! Kkk 

#OOutroLadoDoParaíso",1,1,1
2018-04-13 00:53:29,Cadê a Ritinha pra dar na cara dessa Jô? #OOutroLadoDoParaíso https://t.co/mEQHfzSpi1,-1,0,-1
2018-04-13 00:41:32,Dá uma surra nela Beth #OOutroLadoDoParaíso,-1,-1,-1
2018-04-11 00:42:55,"A Suzy já percebeu que ela perdeu a batalha pra homem kkkkkk 

#OOutroLadoDoParaiso",1,0,1
2018-04-14 00:55:17,"como q a beth era alcoólatra e em uma semana ela já nao é mais? an 
#OOutroLadoDoParaiso",-1,0,-1
2018-04-10 01:14:15,Só eu acho o xodó parecido com o ex bbb lucas??? #OOutroLadoDoParaiso,1,0,0
2018-04-11 01:27:30,isso aí Raquel pra macho frouxo e arrependido dá gelooo #OOutroLadoDoParaíso,1,0,1
2018-04-10 01:02:12,clael #OOutroLadoDoParaiso https://t.co/6PwV07eCP8,0,0,0
2018-04-12 00:23:12,Há 934738 episódios atras eu já falava que clara merecia ficar sozinha... pqp não sabe valorizar um Patrick na vida… https://t.co/TkiJFPlqWM,-1,-1,-1
2018-04-10 00:36:52,#OOutroLadoDoParaiso quer vender então não inventar minizinha chip vem com chip wi-fi,-1,0,0
2018-04-12 02:32:16,"#FinalDancingBrasil
#OOutroLadoDoParaíso  https://t.co/ZdKp10ZnFW",0,0,0
2018-04-13 01:06:32,"EU QUERIA VER A CARA DA ADRIANA EM SABER OQUE JÔ PENSA DELA 
#OOutroLadodoParaiso https://t.co/rB6mgdFTH2",-1,0,0
2018-04-14 01:02:29,Tá feinha heim. #OOutroLadoDoParaiso https://t.co/ZRa0ITn42M,-1,-1,-1
2018-04-10 01:17:38,Hoje tá fácil completar o Bingo #OOutroLadoDoParaíso,0,0,0
2018-04-13 01:17:03,"Coitado de Amaro. Que desespero
#EscolhemosClarick
#OOutroLadoDoParaiso",-1,-1,-1
2018-04-11 00:48:07,Hahahahah #OOutroLadoDoParaíso,1,0,1
2018-04-13 01:37:31,"Gael entregou a própria mãe  para polícia, vem fogo no parquinho hien 
#OOutroLadoDoParaiso",-1,-1,0
2018-04-14 00:55:27,#OOutroLadoDoParaiso https://t.co/Y7O0n5u6Lg,0,0,0
2018-04-13 00:41:04,esse pai da Adriana é um BANANA! QUE NADA! #OOutroLadoDoParaíso,-1,-1,-1
2018-04-12 00:13:28,"João Gibão expressivo como um abacate 
#OOutroLadoDoParaiso",-1,1,-1
2018-04-10 00:34:49,Gael dizendo que ama Clara. Nossa o “amor” dele é tão forte que deixavam marcas roxas no corpo dela. Gael você é um… https://t.co/dMjFGmgmyV,-1,0,-1
2018-04-11 01:00:55,"Pra neta tá  ouvindo ""eles"" é  sinal que Mercedes tá  subindo no telhado né?🤔🤷🤤 #OOutroLadoDoParaiso",-1,0,0
2018-04-11 00:47:55,"PASSADA COM O PAPAI E MAMÃE 
#OOutroLadoDoParaiso",-1,0,-1
2018-04-11 01:30:31,"A cara do Patrick, rei #OOutroLadoDoParaíso",1,0,1
2018-04-12 00:02:05,Isso ai xodó #OOutroLadoDoParaíso,1,1,1
2018-04-12 19:00:36,"Sobre o delegado #bruno
#OOutroLadoDoParaiso @CaioPaduan",0,0,0
2018-04-11 01:08:40,Tomás também chatinho né!! #OOutroLadoDoParaiso,-1,0,-1
2018-04-13 01:28:24,Aposto que a Jô foi embora por causa daquela mulher AAAAAA MENINA VAI TOMAR NO CU #OOutroLadoDoParaíso https://t.co/nVS9LOOdjG,-1,0,-1
2018-04-12 00:16:55,"Gael, tu ainda nem sabe q sua mãe foi puta e matou o primeiro marido... #OOutroLadoDoParaíso",-1,-1,0
2018-04-13 01:28:49,Já pode trazer a placa de cidadão de honra de Palmas pro Patrick pq ele vai morar lá com a clara forever 😄 #Clarick #OOutroLadoDoParaíso,1,1,1
2018-04-13 01:10:46,Não consigo ver meu ursinho sofrendo assim #OOutroLadoDoParaiso https://t.co/C2UQAlOZCu,-1,-1,-1
2018-04-11 00:59:15,"Eu amo essa novela, mas infelizmente tem que acabar já...
Ta ficando repetitiva e o povo já ta cansando #OOutroLadoDoParaiso",-1,0,-1
2018-04-11 01:01:04,A Cléo tá começando a ouvir as vozes! #OOutroLadoDoParaiso,0,0,0
2018-04-12 00:18:39,"Beth 100000000000000000 x 0 Jô
#OOutroLadoDoParaíso",1,0,1
2018-04-14 00:25:29,A Beth lutando conseguiu convencer o médico a doar rim para Adriana #OOutroLadoDoParaíso,0,0,0
2018-04-11 01:29:45,E essa franja da Clara? Cabeleireiro vingando o público por essa personagem mais ou menos. #OOutroLadoDoParaiso,-1,0,-1
2018-04-12 00:07:54,"OS PROBLEMAS QUE ESTÃO ESCRITOS PRA ACONTECER NO MUNDO NÃO PODEM SER EXTINTOS,MAS PODEM SER MINIMIZADOS PELA NOSSA… https://t.co/Va1lIFCWWO",0,1,0
2018-04-11 01:17:50,"porra até as piranhas casando kk e eu a "" recatada do lar"" nada lkkkkkkkk #OOutroLadoDoParaíso",1,0,0
2018-04-14 00:34:21,Bolsonaro é denunciado no STF pelo crime de racismo #bbb18 #ooutroladodoparaiso https://t.co/fZFnLH26se,0,0,0
2018-04-12 00:30:00,ainda bem que a embuste da Jô foi desmascarada tomara que agora a Dri seja legal com a Beth #OOutroLadoDoParaíso,1,1,1
2018-04-14 01:10:35,"#OOutroLadodoParaíso 
EITA CARALHO PLANTÃO DA GLOBO NO MEIO DA NOVELA",-1,0,-1
2018-04-14 00:24:23,"Adoro o Caio Paduan, mas é visível a falta de vontade dele nesse papel! #OOutroLadoDoParaíso",-1,0,-1
2018-04-12 00:00:07,Minha cara qndo Raquel disse q não sabe se ama o Bruno como antigamente... #OOutroLadodoParaiso https://t.co/tQsj3AlRN4,0,0,0
2018-04-10 00:25:20,na vida eu sou o patrick #OOutroLadoDoParaiso iludiiiiido,-1,0,-1
2018-04-10 00:28:46,clara burraaaaaaa #OOutroLadodoParaiso,-1,-1,-1
2018-04-14 00:33:43,"Filho Bruno não bota banca nem na mãe racista, acha que vai correr atrás da Sophia? #OOutroLadoDoParaíso",-1,0,-1
2018-04-12 00:19:09,alá a mascara dela vai cair aaaaaaaaah Jo sua nojenta #OOutroLadoDoParaiso,-1,-1,-1
2018-04-10 01:26:48,#OOutroLadoDoParaíso eu aceitaria desculpas de Nadia assim 😁😁 https://t.co/AdrV2Q9Wif,1,1,1
2018-04-14 01:09:12,#OOutroLadoDoParaíso Nesse puteiro tem de tudo kkkkk,1,1,1
2018-04-12 00:02:31,Estou indignada com a Raquel #OOutroLadoDoParaíso https://t.co/y23VA3feav,-1,-1,-1
2018-04-12 00:01:18,Raquel #OOutroLadoDoParaíso https://t.co/y5FAVlGamR,0,0,0
2018-04-12 00:34:12,"Hoje após uma desintoxicação eu deixei a novela rolar, fazendo outras coisas pra ver o lance da Sofia, foi só a Adr… https://t.co/gjm2j1hKYi",0,-1,0
2018-04-12 00:09:19,"Gael descobrindo a verdade, esse momento é todo nosso #OoutroLadoDoParaiso",1,1,1
2018-04-12 00:21:12,Sdds Beatriz numa hora dessas. #OOutroLadoDoParaíso https://t.co/wY7JuqyEUN,0,0,-1
2018-04-13 01:30:55,Que tapa na cara da Adriana #OOutroLadoDoParaíso,1,0,1
2018-04-11 00:37:26,"Simplesmente desisto sem clarick não tem novela, assistindo pânico no megapix  #OOutroLadoDoParaíso",-1,0,-1
2018-04-10 00:25:53,"Clara: ""Eu nunca esqueci o Gael""
 #OOutroladodoparaiso",0,0,0
2018-04-14 00:52:59,beth tem favoritismo de filha sim #OOutroLadoDoParaiso https://t.co/npDnFBKKRW,-1,0,0
2018-04-10 00:52:32,até parece que eu iria dispensar o patrick por causa de adriana que não se manca que o cara não quer ela… https://t.co/gYih3qmetb,-1,0,-1
2018-04-14 00:55:05,"Do jeito que Adriana é. Ela vai julgar a mãe....

#OOutroLadoDoParaiso",-1,0,0
2018-04-14 01:26:21,#OOutroLadoDoParaíso minha reação com o plantão da Globo https://t.co/ADbhGqhRoG,0,0,0
2018-04-11 01:27:22,"Raquel não tá destruindo só o coração do Bruno, já destruiu o meu.....ai gente 💔 #OOutroLadoDoParaíso",-1,0,-1
2018-04-10 01:10:23,"Alguém sabe se o Tomaz, filho da Clara, participa da novela ainda? Nunca mais ouvi falar... #OOutroLadoDoParaiso https://t.co/1CI6O2FxiU",0,0,0
2018-04-13 01:11:13,#OOutroLadodoParaíso gente perdoa a clara ela é burra so isso,1,-1,-1
2018-04-13 01:04:00,Mariano não morreu ?😳 #OOutroLadoDoParaíso,0,0,0
2018-04-12 00:13:32,Essa garota não me desse de jeito nenhum. #OOutroLadoDoParaiso,-1,-1,-1
2018-04-12 00:09:29,"Ahhhhhh xodó lindo, gostoso 😍😍😍😍❤️ #OoutroLadoDoParaiso  contanto tudo",1,1,1
2018-04-13 01:10:27,@sophiaabrahao tô é chocada com a crueldade da jô sem doar o rim pra minha bichinha adriana #OOutroLadoDoParaíso,-1,-1,-1
2018-04-10 01:34:00,Dona Mercedes tá mais pedida que a senha do wi-fi #OOutroLadoDoParaíso,1,0,-1
2018-04-12 00:25:00,Samuel ❤️ #OOutroLadoDoParaíso,1,1,1
2018-04-13 01:26:01,Thomaz se a clara ganhar a guarda e ele ter que ir morar com ela #OOutroLadoDoParaiso https://t.co/IwyrgPTHsa,0,0,0
2018-04-11 15:53:47,"VAGABUNDA da @RedeGlobo colocando blocos de miseros 8 e 9 minutos. CAPÍTULO curto.

E MESMO ASSIM… https://t.co/Forjdhd9zE",-1,0,-1
2018-04-11 01:14:26,"Mais uma quenga abandonando o bordel...
Vou procurar emprego lá!!!
#OOutroLadodoParaiso",1,0,1
2018-04-10 00:26:17,Que raiva da Clara pqp #OOutroLadoDoParaiso,-1,-1,-1
2018-04-11 01:15:14,"Esse puteiro é mais casamenteiro q muitas agências de casamento por aí.
🤣🤣🤣
#OOutroLadoDoParaíso",1,0,1
2018-04-11 00:47:16,#OOutroLadoDoParaíso NADIA SAFADAAAA ADOROO 🌚❤,1,0,1
2018-04-10 00:26:32,a clara é trouxa viu #OOutroLadoDoParaiso,-1,-1,-1
2018-04-12 00:14:21,o menina desgraçada que saco morre logo demônio #OOutroLadoDoParaíso,-1,-1,-1
2018-04-14 01:21:15,"Eita a Desirée quer afogar o ganso com o Juvenal 😂😂
#OOutroLadoDoParaíso",1,0,1
2018-04-14 00:38:09,"Samuel e Cido de novo 🙄🙄 
#OOutroLadoDoParaíso",-1,-1,1
2018-04-12 00:13:07,Lá vem a Chatiana #OOutroLadoDoParaíso https://t.co/CYnQj9SiUw,-1,0,-1
2018-04-13 01:27:28,"Adriana é um nojo, grt chata. #OOutroLadoDoParaíso",-1,-1,-1
2018-04-13 01:28:14,Adriana é uma otária mesmo! #OOutroLadoDoParaiso,-1,-1,-1
2018-04-11 01:21:07,"#OOutroLadoDoParaíso Dava para abrir uma agência de modelos, se unisse o Bordel e a Mina.",0,0,0
2018-04-12 00:34:15,E não é q ele sabe a senha do cofre?!  #OOutroLadoDoParaíso,0,0,0
2018-04-13 00:57:49,"quando dona Caetana aparece eu fico tão encantada quanto comer acarajé 
#OOutroLadoDoParaíso",0,1,1
2018-04-13 01:20:03,calma Amaro.. se não da certo essa cirurgia vc pode vim pro df e virar motorista de ônibus #OOutroLadoDoParaiso,1,1,0
2018-04-11 01:30:19,Amo Fernandinha Rodrigues desde Malhação 😍 #OOutroLadoDoParaiso,1,0,1
2018-04-10 01:33:08,"Alguém pelo amor de Deus me diz aonde fica o barracão da dona Mercedes e quanto custa a consulta, preciso 
#OOutroLadoDoParaiso",1,0,1
2018-04-11 01:13:36,"Bordel vai ficar vazio👰👰
#OOutroLadoDoParaíso",1,0,1
2018-04-13 01:36:24,"Beth sendo GLÓRIA PIRES,  mãe! #GloriaPires 💗💗💗💗 #gloriananovela @gloriapires  #OOutroLadodoParaíso",1,1,1
2018-04-11 00:55:27,"A Sophia defendendo as primas, faz todo sentido ja que ela era uma. #ooutroladodoparaiso",0,0,1
2018-04-10 01:25:49,Raquel é mt amorzinho #OOutroLadoDoParaíso,1,1,1
2018-04-10 00:25:22,"Clara tipica mulher de bandido 
Apanha apanha e fala que ama ainda #OOutroLadodoParaíso",-1,0,-1
2018-04-14 00:25:12,#OOutroLadoDoParaiso https://t.co/Ht5cLk5DTK,0,0,0
2018-04-13 00:39:50,"""Você é muito cheio de diplomacia"" Beth de forma chique chamando o Henrique de banana RS RS #OOutroLadoDoParaíso",1,1,1
2018-04-14 01:23:22,Renan cuidando da Beth &lt;3 #OOutroLadodoParaíso,1,1,1
2018-04-10 00:29:14,to chorando muito #OOutroLadoDoParaíso,-1,-1,-1
2018-04-13 01:16:56,Deu peninha... #OOutroLadoDoParaíso https://t.co/wMw2jwz9d4,-1,-1,-1
2018-04-10 00:31:13,"Destruída com essa cena da clara abrindo mão do amor do Patrick 😭😭😭😭😭 Esse gomem só sofre kkkkk 

#Ooutroladodoparaiso
#clarick",-1,-1,-1
2018-04-12 00:16:15,"Cada dia q passa o Gael se torna o homem que nasceu para ser.
#OOutroLadoDoParaiso",1,1,1
2018-04-14 01:12:26,AAAAH SE O COMERCIAL TAVA VINDO DEIXAVA PRA DAR ESSE PLANTÃO DEPOIS #OOutroLadoDoParaiso,-1,0,-1
2018-04-12 00:30:52,"Bem vendo a menina mal a Jô se comove, essa sim é uma embuste
#OOutroLadoDoParaiso",-1,1,-1
2018-04-10 01:13:52,Uma Santa de Altar kkkkkkkkk SOCORRO essa Nadia #OOutroLadodoParaíso,1,0,1
2018-04-12 00:10:56,"Mas gente, quando Gael virou a Santa Índia Serena? #OOutroLadoDoParaíso",0,0,0
2018-04-14 00:27:03,"Beth mostrando que o amor de mãe e algo inexplicável mano, e isso aí bora salvar a embuste mesmo 
#OOutroLadoDoParaiso",1,-1,0
2018-04-11 01:14:34,"O bordel vai faliir 
#OOutroLadoDoParaíso",0,0,0
2018-04-11 01:30:04,"Clara: quer tomar suco? VAI TOMAR NA SUA CASA... 
#OOutroLadoDoParaiso https://t.co/YRLwpFrTd7",0,0,0
2018-04-13 01:11:20,"""DEIXA QUE EU SEGURO AS PONTAS POR AQUI""

Ai Gael,  me chama de Clara e vem falar isso aqui em casa..… https://t.co/3jP2i9i5xY",1,0,1
2018-04-13 01:28:53,Mariano da novela morreu? #OOutroLadoDoParaíso,0,0,0
2018-04-12 00:23:20,"Como eu queria que essa megera da Jô fosse compativo , eu queria ver o que ela ia fazer já que ela diz que "" ama ""… https://t.co/jquK60e0gT",-1,-1,0
2018-04-11 00:39:27,#OOutroLadoDoParaiso o boy faz mestrado bem linguística aplicadaaaa,0,0,1
2018-04-12 00:26:10,"Jô compatível!!! Vem tombo da Adriana mais que merecido!!!!! 
👏👏👏 #OOutroLadoDoParaíso https://t.co/1q9SkqULtZ",1,1,1
2018-04-13 01:43:58,"Patrick fugiu da Adriana, isso sim, so volta qdo a barra estiver limpa #OOutroLadoDoParaiso",1,0,0
2018-04-10 00:49:19,"#OOutroLadoDoParaiso NÃO ACREDITO QUE A CLARA TERMINOU COM AQUELE NENE POR CAUSA DA EMBUSTE DA ADRIANA, deve ser de… https://t.co/Pwp83JW1Qu",-1,-1,-1
2018-04-10 00:56:22,Receba Jo!!!! Ae Henrique 👏🏻👏🏻👏🏻👏🏻 #OOutroLadoDoParaiso,0,1,1
2018-04-11 00:28:46,Dona mercedes e aqueles spolier 10/10 #OOutroLadoDoParaíso https://t.co/peCMA3xT7c,1,0,1
2018-04-10 01:15:00,Tem amores que parece sarampo. Chega dá aquele estresse e depois passa. HAHAHA #OOutroLadoDoParaiso,1,-1,1
2018-04-10 01:29:19,"QUE ENTREGADOR DE PIZZA É ESSE 

SOCORRO

#OOutroLadoDoParaíso",1,0,1
2018-04-10 01:25:52,"Eu nao te perdoava Nadia, desculpa mas não tem como haver perdão aí #OOutroLadoDoParaiso",-1,-1,-1
2018-04-13 01:35:58,Adriana deveria ver esse desespero da Beth e a luta dela pra salvar a vida da filha!!  #OOutroLadoDoParaíso,-1,0,-1
2018-04-12 00:26:29,Agora a Adriana vai ver quem é a verdadeira mãe dela! Aquela q ela cuspiu e criticou #OOutroLadoDoParaiso,-1,-1,1
2018-04-12 00:34:10,"Desculpem mas vejo o  Gael parece que estou vendo o Candinho ""etâ mundo bom"" #ooutroladodoparaíso",0,1,0
2018-04-13 01:08:30,A porta da casa da Clara certamente pagaria os salários da firma toda #OOutroLadoDoParaíso,1,0,0
2018-04-11 01:34:37,😱 #OOutroLadoDoParaiso,-1,0,1
2018-04-11 00:47:42,Eu já estava me petguntanxo por que a Nádia não estavam fazendo suas fantasias #OOutroLadoDoParaiso,0,0,0
2018-04-12 00:30:14,Esperando A CARA DA ADRIANA vendo Jô recusar a doação. #OOutroLadodoParaíso,1,0,1
2018-04-11 00:49:12,a nadia botando o macho de quatro e dando chicotada #OOutroLadoDoParaiso https://t.co/xyc6VaDJkm,0,0,0
2018-04-13 00:38:33,Ai tomara q a Adriana morra #OOutroLadoDoParaiso,-1,0,-1
2018-04-13 02:16:12,"eVamos transformar o Preconceito em Respeito!
Nós somos assim! E daí?
#MTVAYTOBR #OOutroLadoDoParaiso… https://t.co/YqNEdP9anv",1,0,0
2018-04-12 00:05:06,"Gente, será que o Patrick vai mesmo encontrar a Beatriz viva no hospício? Seria o melhor jeito da Clara ganhar essa… https://t.co/ynamw0VUM8",0,1,0
2018-04-12 00:29:41,"Jô, muito obrigada por não doar o rim pra Adriana. #OOutroLadoDoParaiso https://t.co/NSductcj5E",1,1,1
2018-04-14 00:55:38,@ZAMENZA A franja horrível segue bem tb haha #OOutroLadoDoParaíso,1,-1,-1
2018-04-11 02:39:45,Que nojo esse Kaysar #BBB18 eu tenho a impressão que quando ele sair ele vai se revelar que nem o Renato da novela #OOutroLadoDoParaiso,-1,0,-1
2018-04-11 01:33:05,O Patrick enxotou o renato 😄👏🏼👏🏼👏🏼👏🏼 #Clarick #OOutroLadoDoParaíso,1,0,1
2018-04-10 00:46:31,Meu Clarick ! #OOutroLadoDoParaiso https://t.co/vpMpBXGTIT,1,0,1
2018-04-10 00:36:13,"""Vc vai encontrar alguém que te ame."" (Clara) ""Não vou não. Não me apaixono assim. Sei que vou te amar pro resto da… https://t.co/suoQHXDGyv",0,0,0
2018-04-12 00:00:57,Enquanto isso o Patrick tá se preparando para ganhar a causa  #OOutroLadoDoParaíso,0,1,0
2018-04-14 00:53:39,"#OOutroLadoDoParaiso
Tá certo q eles n se vêem a não sei quanto tempo e num bjinho rola? https://t.co/ASxXf7C9yy",0,0,-1
2018-04-12 00:34:50,Achoouu #OOutroLadoDoParaiso,0,0,1
2018-04-11 01:29:08,A bicha é afrontosa mesmo. Fabiana vai na casa da inimiga pra pisar. Nem gosto 😂😂😂 #OOutroLadoDoParaíso https://t.co/y0eyIAKTac,1,0,1
2018-04-14 00:41:04,"""Samuel voce nao passou em pizzaria nao né"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Samuel ta melhor q eu #OOutroLadoDoParaíso",1,0,1
2018-04-14 01:12:28,"Sexta 13, plantão da Renata
 Lo Prete.
Se vc se ""borrou"" aí tbm, me adiciona! #OOutroLadoDoParaíso  #plantãodaglobo https://t.co/lbEAkdSi5P",0,0,0
2018-04-11 01:08:55,"nao acredito que ja defendi esse menino, vai pra puta que pariu garoto chato #OOutroLadoDoParaiso",-1,0,-1
2018-04-13 00:38:57,"A menina tá à beira da morte e não aprende a ser humilde, né? #OOutroLadoDoParaíso",-1,-1,-1
2018-04-14 00:38:06,"Cido e Samuel... ahhhhh 😍

#OOutroLadoDoParaíso",1,1,1
2018-04-10 00:42:44,"A mulher cortou a pizza , ia comer mas pos de volta no prato ,cortou dnv e bebeu a cerveja.  #OOutroLadoDoParaiso",0,0,0
2018-04-12 00:05:07,Clara tem que confiar no Patrick #OOutroladoDoParaiso,-1,1,0
2018-04-10 01:26:42,Perdão! Palavra muito difícil de ser dita para outra pessoa! Nadia mandou bem! 👏🏻👏🏻👏🏻 #OOutroLadoDoParaíso,1,1,1
2018-04-14 00:59:28,Ligo a tv e a clara está em jantar amigável com o ex que a agrediu diversas vezes?? É isso mesmo? #OOutroLadoDoParaíso,-1,0,-1
2018-04-14 00:57:08,"Ai não da, não engulo
#OOutroLadoDoParaiso",-1,-1,-1
2018-04-10 00:55:55,Jô à INSUPORTÁVEL.  #OOutroLadoDoParaíso,-1,-1,-1
2018-04-11 01:31:05,"Essa Carinha do Patrick me parte o Coração! #OOutroLadoDoParaiso  
Odeio essa Praga da Adriana",-1,0,-1
2018-04-11 01:17:24,Eu nunca vi mulher da vida (não quis dizer quenga pq é muito ofensivo🙊)  casar tão rápido quanto nesse bordel minha… https://t.co/X9kgE1hiZO,0,0,-1
2018-04-13 00:50:53,"Tá doendo Jô? kkkk
#OOutroLadoDoParaíso",1,1,1
